                0                -nan           -nan
                5                -nan           -nan
               10                -nan           -nan
               15                -nan           -nan
               20                -nan           -nan
               25                -nan           -nan
               30                -nan           -nan
               35                -nan           -nan
               40                -nan           -nan
               45                -nan           -nan
               50                -nan           -nan
               55                -nan           -nan
               60                -nan           -nan
               65                -nan           -nan
               70                -nan           -nan
               75                -nan           -nan
               80                -nan           -nan
               85                -nan           -nan
               90                -nan           -nan
               95                -nan           -nan
              100                -nan           -nan
              105                -nan           -nan
              110                -nan           -nan
              115                -nan           -nan
              120                -nan           -nan
              125                -nan           -nan
              130                -nan           -nan
              135                -nan           -nan
              140                -nan           -nan
              145                -nan           -nan
              150                -nan           -nan
              155                -nan           -nan
              160                -nan           -nan
              165                -nan           -nan
              170                -nan           -nan
              175                -nan           -nan
              180                -nan           -nan
              185                -nan           -nan
              190                -nan           -nan
              195                -nan           -nan
              200                -nan           -nan
              205                -nan           -nan
              210                -nan           -nan
              215                -nan           -nan
              220                -nan           -nan
              225                -nan           -nan
              230                -nan           -nan
              235                -nan           -nan
              240                -nan           -nan
              245                -nan           -nan
              250                -nan           -nan
              255                -nan           -nan
              260                -nan           -nan
              265                -nan           -nan
              270                -nan           -nan
              275                -nan           -nan
              280                -nan           -nan
              285                -nan           -nan
              290                -nan           -nan
              295                -nan           -nan
              300                -nan           -nan
              305                -nan           -nan
              310                -nan           -nan
              315                -nan           -nan
              320                -nan           -nan
              325                -nan           -nan
              330                -nan           -nan
              335                -nan           -nan
              340                -nan           -nan
              345                -nan           -nan
              350                -nan           -nan
              355                -nan           -nan
              360                -nan           -nan
              365                -nan           -nan
              370                -nan           -nan
              375                -nan           -nan
              380                -nan           -nan
              385                -nan           -nan
              390                -nan           -nan
              395                -nan           -nan
              400                -nan           -nan
              405                -nan           -nan
              410                -nan           -nan
              415                -nan           -nan
              420                -nan           -nan
              425                -nan           -nan
              430                -nan           -nan
              435                -nan           -nan
              440                -nan           -nan
              445                -nan           -nan
              450                -nan           -nan
              455                -nan           -nan
              460                -nan           -nan
              465                -nan           -nan
              470           0.0000000        0.00000
              475                -nan           -nan
              480      -7.1400222e-07    7.14003e-07
              485                -nan           -nan
              490                -nan           -nan
              495                -nan           -nan
