#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.1      8510.7005      104.10438      7341.7037      94.311662      10137.989      117.89177
             -2      8511.9854      97.419086      7327.4413      86.680112      10120.224      113.65506
           -1.9      8854.9248      110.67803      7629.1702      100.72017      10546.029      125.21705
           -1.8      8937.5299      100.31522      7710.5019      92.261767      10616.345      112.53923
           -1.7      8849.9602      104.31985       7620.413      94.387578      10549.742      118.27025
           -1.6      8868.0719      93.144407      7623.4531      85.675468      10566.524      103.57595
           -1.5      9111.2953      95.810516      7845.6894      85.993373      10836.953      109.90904
           -1.4      9178.7667      97.472313      7897.7638       89.01058       10903.99      110.10706
           -1.3      9288.1671      97.680197      7986.9738      88.764849      11072.765      110.02779
           -1.2      9319.6717      97.277119      8005.3847      87.039568      11115.008      113.98778
           -1.1      9230.2147      96.919465      7928.8041      87.837814      10991.536      111.14601
             -1      9483.0676      116.79473      8183.8848      107.51851      11231.426      127.99763
           -0.9      9268.6312      93.309444       7962.541      83.690749      11040.069      107.89283
           -0.8      9501.3521      107.71351      8175.9622      96.472042       11287.51      123.08746
           -0.7      9464.7115      97.075846       8129.775      87.966408      11271.178      109.46754
           -0.6      9495.1001      108.22962      8170.2792      97.592046      11298.144      125.10075
           -0.5      9798.6951      130.48022      8429.7531      118.33601       11647.95      145.71914
           -0.4      9636.1448       111.8402      8290.5339      102.49491      11455.747      123.28974
           -0.3      9353.9075      85.205256      8026.8224      76.358544      11161.598      99.366831
           -0.2       9476.608      106.20984      8152.2315      97.288746      11279.851      120.13994
           -0.1      9393.8034      93.106124      8064.9624      83.590133      11187.908       107.7865
              0      9551.8334      104.03881      8193.9164      92.874828      11406.295      119.72018
            0.1      9400.3783      92.404658      8065.0233       82.98375      11220.896      107.26949
            0.2      9628.4948      119.46413      8292.7577      110.15379      11419.337      132.58012
            0.3      9377.2311      103.46849      8053.6557      92.715958      11177.062      119.00096
            0.4      9417.3604      101.45089      8095.6888       90.65325      11192.958       116.2117
            0.5      9495.5201       101.1123       8160.057       92.07108      11306.929      114.01597
            0.6      9544.1301      100.53032      8203.2635      91.109073      11366.629      114.08987
            0.7      9605.0809      120.21563      8280.1713      111.49863      11400.055      132.57168
            0.8      9379.2674      101.97014      8062.7118      92.454326      11165.434      114.89259
            0.9      9453.1045      104.26574      8117.5734      93.087557      11284.444      121.94848
              1      9361.5979       112.7155      8062.4184      102.40032       11117.17      127.35116
            1.1      9296.7477      95.590161      7988.1542      86.002066      11087.669      110.48369
            1.2      9214.3803      99.498295      7905.3656      89.632505      11013.106        113.925
            1.3      9228.3417      110.54138      7940.4714        99.6329       10973.38      127.37443
            1.4      9163.7307      100.61134      7872.6034      89.893868      10936.566        117.206
            1.5      9130.2754       110.7509      7868.2392      102.44737      10840.252      121.23448
            1.6      8826.7298      89.141724      7590.2748       79.73029       10521.45      104.39591
            1.7      8910.2328      99.537901      7668.2287      90.582984      10622.572      112.34099
            1.8      8606.8373      95.286993      7411.1432      87.186749      10237.557      106.48565
            1.9      8629.6378      92.945863      7428.3716      83.091275      10283.213       106.6281
              2      8535.8776      99.602155      7355.4453      90.611712      10160.038      111.85787
            2.1      8252.0668      89.678394      7106.9819      80.083791      9835.8364      105.66275
            2.2      7998.7307       95.33835      6885.8944      84.912105      9575.5927      111.38644
            2.3      7715.9829      83.378846      6661.9948      75.972941      9176.0543      94.606309
            2.4      7543.2869      83.785762      6509.8484       76.13546      8985.0415      95.700207
            2.5      7317.2518      90.611978      6309.9046       80.46995      8710.1753       104.9744
            2.6      7107.6738      82.785869      6135.2792       74.61442      8483.9777       96.06375
            2.7      6643.1518      71.219227      5745.9207      63.535879      7895.2634       85.08505
            2.8      6424.8592      83.238357      5560.1543      74.892853      7636.3477      96.219853
            2.9      5947.6298      75.214046      5141.8263      69.671692      7096.8398       84.51161
              3      5632.3294      81.625458      4869.6549      72.982318      6728.1564      94.818084
            3.1      5058.9599      63.553701      4382.9485      57.586942      6037.6028      74.675751
            3.2      4577.5265      59.928728      3957.7692      53.369144      5490.6855      71.935511
            3.3      4115.7436      59.312871      3557.1764      52.037687      4948.8934      72.447146
            3.4      3618.0199       49.16137      3133.9267      43.531922      4336.3444      61.361368
            3.5       3023.498      45.975969      2617.4809      40.627422      3645.1486      57.260664
            3.6       2596.017      42.410024      2245.3992      37.321287      3134.7805      52.921055
            3.7       2071.929      38.332817      1790.5695      33.727332       2503.212      47.689025
            3.8      1728.5498      36.898244      1492.0161      32.476941      2111.2224      46.904686
            3.9      1221.6882       30.24121      1058.2949      25.905769      1477.2641      40.019597
              4      892.67514      29.118192      771.63731      25.809096      1098.8352      38.684576
            4.1      619.33056      21.330553      534.77297      18.549199      763.45247      28.041148
            4.2      408.57663      27.724386      352.26362      24.708382      496.15524      32.041032
            4.3      244.92402      15.041913      211.38089      13.234379      309.31152      21.235332
            4.4      136.01265      19.344022      117.74248      17.989134      169.40508       21.45939
            4.5      64.403602      8.2418811      54.698406      7.1867537      80.336726      9.9491486
            4.6      21.094576      4.5455219       16.97505      3.5432999       32.05333      8.2131447
            4.7      6.0226302      2.0034309      5.0661212      1.6032653      8.1096201      3.0858663
            4.8      1.1081011     0.81545907     0.81557768     0.62988217       2.176162       1.024102
            4.9      2.7944526      1.0912985      2.3048436     0.91346737      3.7778156      1.4875544
              5      2.7944526      1.0912985      2.3048436     0.91346737      3.7778156      1.4875544
