                0                -nan           -nan
               50                -nan           -nan
              100                -nan           -nan
              150                -nan           -nan
              200                -nan           -nan
              250                -nan           -nan
              300                -nan           -nan
              350                -nan           -nan
              400                -nan           -nan
              450                -nan           -nan
              500                -nan           -nan
              550                -nan           -nan
              600                -nan           -nan
              650                -nan           -nan
              700                -nan           -nan
              750                -nan           -nan
              800                -nan           -nan
              850                -nan           -nan
              900                -nan           -nan
              950                -nan           -nan
